Time_Index,off_wind_AC,off_wind_AL,off_wind_AM,off_wind_AP,off_wind_BA,off_wind_CE,off_wind_DF,off_wind_ES,off_wind_GO,off_wind_MA,off_wind_MG,off_wind_MS,off_wind_MT,off_wind_PA,off_wind_PB,off_wind_PE,off_wind_PI,off_wind_PR,off_wind_RJ,off_wind_RN,off_wind_RO,off_wind_RR,off_wind_RS,off_wind_SC,off_wind_SE,off_wind_SP,off_wind_TO,on_wind_AC,on_wind_AL,on_wind_AM,on_wind_AP,on_wind_BA,on_wind_CE,on_wind_DF,on_wind_ES,on_wind_GO,on_wind_MA,on_wind_MG,on_wind_MS,on_wind_MT,on_wind_PA,on_wind_PB,on_wind_PE,on_wind_PI,on_wind_PR,on_wind_RJ,on_wind_RN,on_wind_RO,on_wind_RR,on_wind_RS,on_wind_SC,on_wind_SE,on_wind_SP,on_wind_TO,solar_pv_AC,solar_pv_AL,solar_pv_AM,solar_pv_AP,solar_pv_BA,solar_pv_CE,solar_pv_DF,solar_pv_ES,solar_pv_GO,solar_pv_MA,solar_pv_MG,solar_pv_MS,solar_pv_MT,solar_pv_PA,solar_pv_PB,solar_pv_PE,solar_pv_PI,solar_pv_PR,solar_pv_RJ,solar_pv_RN,solar_pv_RO,solar_pv_RR,solar_pv_RS,solar_pv_SC,solar_pv_SE,solar_pv_SP,solar_pv_TO,biomass
3859,0.0,0.4518,0.0,0.1029,0.4966,0.3903,0.0,0.4251,0.0,0.3664,0.0,0.0,0.0,0.2013,0.849,0.7871,0.3865,0.0025,0.109,0.6128,0.0,0.0,0.1175,0.2811,0.5008,0.0648,0.0,0.0011,0.5928,0.0158,0.0674,0.4654,0.6655,0.0,0.1336,0.0679,0.3997,0.1435,0.1036,0.1845,0.1693,0.8596,0.8675,0.778,0.1784,0.0948,0.839,0.0712,0.0341,0.2226,0.3255,0.5493,0.0754,0.4187,0.5343,0.2981,0.4768,0.3965,0.2658,0.3765,0.1737,0.1181,0.3879,0.3633,0.3017,0.3904,0.4531,0.4197,0.2795,0.2967,0.3102,0.3292,0.2271,0.2175,0.5139,0.4144,0.1961,0.2702,0.2605,0.3489,0.4153,0.85
3860,0.0,0.4343,0.0,0.0878,0.5291,0.4398,0.0,0.4073,0.0,0.3946,0.0,0.0,0.0,0.222,0.8311,0.7614,0.3628,0.0099,0.1327,0.6091,0.0,0.0,0.106,0.2716,0.487,0.0987,0.0,0.0012,0.5334,0.0094,0.0599,0.4392,0.6331,0.0,0.1122,0.0475,0.3139,0.1326,0.0728,0.1312,0.126,0.8302,0.8401,0.7353,0.1125,0.093,0.7834,0.0506,0.0386,0.1135,0.2019,0.49,0.0441,0.3691,0.4559,0.1585,0.403,0.282,0.1573,0.236,0.1381,0.0438,0.2626,0.2643,0.197,0.2817,0.327,0.315,0.1479,0.1998,0.2104,0.2273,0.1179,0.1386,0.4104,0.3012,0.1167,0.1772,0.1681,0.2357,0.2808,0.85
3861,0.0,0.37,0.0,0.0963,0.5439,0.4944,0.0,0.3891,0.0,0.3906,0.0,0.0,0.0,0.2678,0.8291,0.7213,0.296,0.013,0.1506,0.6098,0.0,0.0,0.0976,0.2792,0.4385,0.1114,0.0,0.0012,0.3663,0.0049,0.0554,0.3428,0.3905,0.0,0.089,0.0182,0.1628,0.0737,0.0231,0.0492,0.0583,0.7521,0.7543,0.5728,0.0359,0.0559,0.6574,0.0164,0.0272,0.062,0.1006,0.3183,0.0079,0.1621,0.3405,0.0664,0.2905,0.2147,0.0709,0.0971,0.1363,0.0157,0.1375,0.1369,0.0952,0.1553,0.2013,0.1941,0.0512,0.0774,0.105,0.1274,0.0548,0.0466,0.2846,0.256,0.0579,0.11,0.0805,0.1222,0.1499,0.85
3862,0.0,0.3604,0.0,0.1283,0.5607,0.5418,0.0,0.3769,0.0,0.3552,0.0,0.0,0.0,0.3137,0.8144,0.7055,0.2762,0.0184,0.1779,0.6219,0.0,0.0,0.0958,0.2843,0.4234,0.1234,0.0,0.0004,0.2904,0.004,0.0298,0.2609,0.252,0.0,0.0807,0.0161,0.0678,0.0706,0.0241,0.0197,0.0324,0.721,0.6781,0.4079,0.0494,0.0555,0.5904,0.0024,0.0121,0.0517,0.079,0.2549,0.0236,0.0548,0.1996,0.0,0.1599,0.0845,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0242,0.0799,0.0701,0.0,0.0,0.0,0.0,0.0,0.0,0.1499,0.1486,0.0,0.0,0.0,0.0,0.0055,0.85
3863,0.0,0.2899,0.0,0.1715,0.5695,0.5772,0.0,0.3523,0.0,0.437,0.0,0.0,0.0,0.3449,0.6292,0.5234,0.3498,0.0309,0.1302,0.6101,0.0,0.0,0.0996,0.2885,0.3726,0.1155,0.0,0.0019,0.1913,0.0025,0.0183,0.2309,0.2249,0.0,0.0604,0.0208,0.0618,0.054,0.0376,0.0233,0.0296,0.5972,0.5751,0.3454,0.0746,0.0355,0.542,0.0081,0.0056,0.0609,0.0968,0.1964,0.0227,0.0502,0.0824,0.0,0.0301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0414,0.0,0.0,0.0,0.0,0.0,0.85
3864,0.0,0.3389,0.0,0.1747,0.5886,0.647,0.0,0.3691,0.0,0.4265,0.0,0.0,0.0,0.3564,0.606,0.5408,0.3992,0.0657,0.1421,0.6361,0.0,0.0,0.0823,0.2757,0.396,0.126,0.0,0.003,0.1639,0.0049,0.019,0.2346,0.2543,0.0,0.067,0.0272,0.0658,0.0554,0.0448,0.028,0.0369,0.5586,0.5588,0.3358,0.0887,0.035,0.5801,0.0092,0.0057,0.0577,0.1156,0.1754,0.0371,0.0515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3865,0.0,0.3745,0.0,0.1734,0.5686,0.7027,0.0,0.3707,0.0,0.3701,0.0,0.0,0.0,0.3587,0.6133,0.5881,0.42,0.129,0.1467,0.6209,0.0,0.0,0.0614,0.2776,0.4015,0.1096,0.0,0.004,0.1523,0.0074,0.0211,0.232,0.2886,0.0,0.0593,0.0327,0.0846,0.0568,0.0491,0.033,0.0426,0.5433,0.5554,0.3684,0.0979,0.0359,0.5886,0.0106,0.0059,0.0522,0.1265,0.1413,0.0556,0.0616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3866,0.0,0.3794,0.0,0.1615,0.5386,0.7544,0.0,0.3693,0.0,0.3159,0.0,0.0,0.0,0.3777,0.6444,0.6297,0.4036,0.1933,0.1469,0.5836,0.0,0.0,0.0403,0.2422,0.3894,0.1233,0.0,0.0032,0.1302,0.0083,0.0199,0.2234,0.3011,0.0,0.0601,0.0366,0.0938,0.0604,0.0518,0.0347,0.0454,0.4879,0.5024,0.3999,0.1043,0.0329,0.5506,0.0096,0.0059,0.0413,0.1009,0.1121,0.0781,0.0663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3867,0.0,0.4058,0.0,0.1511,0.4934,0.8077,0.0,0.3569,0.0,0.2663,0.0,0.0,0.0,0.4007,0.6577,0.648,0.4239,0.1533,0.1428,0.5502,0.0,0.0,0.032,0.1771,0.3589,0.1428,0.0,0.0035,0.124,0.0078,0.0225,0.2191,0.315,0.0,0.0546,0.0403,0.088,0.0628,0.0526,0.0364,0.0424,0.4745,0.4702,0.4064,0.1011,0.0284,0.5282,0.0101,0.006,0.0463,0.0821,0.1003,0.0872,0.0611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3868,0.0,0.4145,0.0,0.1492,0.4493,0.8329,0.0,0.3388,0.0,0.2568,0.0,0.0,0.0,0.4268,0.684,0.6535,0.5566,0.0784,0.1321,0.537,0.0,0.0,0.0344,0.1343,0.3548,0.1264,0.0,0.0028,0.1226,0.008,0.02,0.2274,0.2972,0.0,0.0524,0.0443,0.0922,0.0614,0.0538,0.0368,0.0391,0.4597,0.4542,0.4224,0.1005,0.0226,0.5088,0.0119,0.0078,0.0542,0.0739,0.0885,0.0913,0.0586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3869,0.0,0.4282,0.0,0.1443,0.4134,0.8192,0.0,0.3184,0.0,0.295,0.0,0.0,0.0,0.3927,0.7027,0.6219,0.7048,0.0404,0.1193,0.5402,0.0,0.0,0.0442,0.116,0.3795,0.0773,0.0,0.0031,0.1159,0.0068,0.0165,0.2227,0.2758,0.0,0.0491,0.0477,0.0978,0.0604,0.0531,0.0402,0.0367,0.4646,0.424,0.4278,0.096,0.021,0.5023,0.0134,0.0101,0.0604,0.0626,0.0821,0.0916,0.0585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3870,0.0,0.3982,0.0,0.149,0.4098,0.7778,0.0,0.3133,0.0,0.3625,0.0,0.0,0.0,0.3763,0.7148,0.615,0.7323,0.0306,0.0934,0.5315,0.0,0.0,0.0459,0.0906,0.3926,0.032,0.0,0.0017,0.1071,0.0059,0.0173,0.2138,0.2445,0.0,0.0499,0.0468,0.1053,0.0594,0.0524,0.0422,0.0349,0.4459,0.3652,0.4173,0.0857,0.0192,0.4843,0.0148,0.0132,0.0641,0.0434,0.1036,0.0867,0.0613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3871,0.0,0.3565,0.0,0.1498,0.4136,0.7471,0.0,0.3028,0.0,0.408,0.0,0.0,0.0,0.3512,0.7244,0.634,0.7447,0.0268,0.0774,0.5313,0.0,0.0,0.0507,0.0556,0.3899,0.0153,0.0,0.0014,0.1047,0.0059,0.0139,0.206,0.2382,0.0,0.0489,0.0485,0.1159,0.061,0.0505,0.0425,0.0345,0.4403,0.3592,0.4147,0.076,0.0171,0.4862,0.0116,0.0177,0.0667,0.031,0.1084,0.0805,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3872,0.0,0.3013,0.0,0.1942,0.4182,0.6997,0.0,0.2757,0.0,0.4661,0.0,0.0,0.0,0.3549,0.7272,0.6578,0.8028,0.0179,0.0729,0.5279,0.0,0.0,0.0426,0.0331,0.3412,0.0101,0.0,0.0014,0.0915,0.0061,0.016,0.1895,0.227,0.0,0.0437,0.0508,0.1431,0.0584,0.0494,0.0441,0.0361,0.4331,0.3433,0.4086,0.0687,0.0179,0.4596,0.0083,0.0181,0.0721,0.0243,0.0946,0.0766,0.0966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3873,0.0,0.284,0.0,0.2445,0.45,0.6467,0.0,0.2438,0.0,0.4886,0.0,0.0,0.0,0.3661,0.7554,0.6855,0.8308,0.0117,0.0646,0.5277,0.0,0.0,0.0331,0.0305,0.3072,0.0096,0.0,0.0013,0.0758,0.0068,0.0157,0.1855,0.2078,0.0,0.045,0.0557,0.1647,0.0553,0.0497,0.0443,0.0378,0.4422,0.3609,0.397,0.0669,0.0202,0.451,0.007,0.0152,0.0804,0.0249,0.0867,0.0745,0.1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3874,0.0,0.2519,0.0,0.312,0.4846,0.59,0.0,0.2297,0.0,0.5267,0.0,0.0,0.0,0.3595,0.797,0.678,0.8216,0.0113,0.0611,0.5111,0.0,0.0,0.0268,0.0383,0.2768,0.0136,0.0,0.0014,0.0866,0.0075,0.0134,0.1837,0.1957,0.0,0.04,0.0635,0.1867,0.0524,0.0522,0.0465,0.0456,0.4592,0.374,0.3964,0.0648,0.0238,0.4551,0.0048,0.0123,0.0845,0.0284,0.0659,0.0735,0.1523,0.0,0.0024,0.0,0.0,0.0001,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.002,0.0001,0.0,0.0,0.0061,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.85
3875,0.0,0.3062,0.0,0.2055,0.4911,0.4825,0.0,0.2231,0.0,0.3643,0.0,0.0,0.0,0.2035,0.7685,0.5502,0.7702,0.0173,0.0616,0.4639,0.0,0.0,0.0253,0.0327,0.213,0.0277,0.0,0.0008,0.0969,0.0058,0.0124,0.2009,0.241,0.0,0.0372,0.0692,0.1791,0.0439,0.0685,0.0413,0.0487,0.6956,0.5455,0.3871,0.0733,0.0203,0.5486,0.0033,0.0056,0.1043,0.0302,0.0794,0.0753,0.1806,0.0,0.0703,0.0,0.0116,0.035,0.0722,0.0047,0.0155,0.0031,0.0347,0.0092,0.0,0.0003,0.0102,0.0985,0.0741,0.052,0.0,0.0102,0.0995,0.0,0.0001,0.0,0.0,0.0643,0.0006,0.0138,0.85
3876,0.0,0.348,0.0,0.2126,0.4789,0.4785,0.0,0.2049,0.0,0.3904,0.0,0.0,0.0,0.1871,0.7656,0.6782,0.8228,0.0191,0.0509,0.5261,0.0,0.0,0.0288,0.0323,0.2656,0.0417,0.0,0.0005,0.2029,0.0052,0.0286,0.3524,0.439,0.0,0.0363,0.1214,0.2647,0.0802,0.0899,0.0591,0.0571,0.8447,0.7272,0.6732,0.0851,0.0171,0.7925,0.0037,0.0087,0.1152,0.0376,0.0962,0.1125,0.2516,0.0009,0.1932,0.019,0.1027,0.1578,0.2297,0.0909,0.0949,0.089,0.1772,0.0973,0.0308,0.0486,0.1122,0.2468,0.214,0.2083,0.0343,0.1024,0.2166,0.0132,0.0345,0.01,0.0277,0.1691,0.0584,0.1342,0.85
3877,0.0,0.3303,0.0,0.2081,0.4565,0.4373,0.0,0.2077,0.0,0.4147,0.0,0.0,0.0,0.1823,0.768,0.7427,0.7748,0.0143,0.0442,0.5733,0.0,0.0,0.018,0.0396,0.3312,0.0437,0.0,0.0001,0.3182,0.0029,0.0569,0.5165,0.5759,0.0,0.0706,0.1576,0.4264,0.1404,0.0854,0.0354,0.0745,0.8703,0.8054,0.804,0.0873,0.0181,0.8526,0.0004,0.0142,0.1492,0.0382,0.159,0.0963,0.4987,0.0564,0.3004,0.1159,0.225,0.2971,0.3905,0.1829,0.2227,0.2415,0.326,0.2257,0.1493,0.1893,0.2552,0.3435,0.3153,0.3693,0.1564,0.2404,0.3322,0.1306,0.1254,0.0881,0.1347,0.2997,0.1843,0.2902,0.85
3878,0.0,0.3314,0.0,0.2151,0.4029,0.3911,0.0,0.2074,0.0,0.4657,0.0,0.0,0.0,0.1777,0.7552,0.7146,0.6889,0.0093,0.0333,0.5812,0.0,0.0,0.0106,0.0433,0.3703,0.0255,0.0,0.0,0.4506,0.003,0.0639,0.5759,0.6362,0.0,0.1485,0.2088,0.5261,0.1808,0.0991,0.0654,0.1367,0.8579,0.8454,0.8345,0.0884,0.0273,0.8214,0.0,0.0315,0.1314,0.0319,0.2717,0.1296,0.6784,0.1879,0.4134,0.2298,0.3178,0.4111,0.5037,0.2224,0.3358,0.3772,0.466,0.3367,0.2852,0.3362,0.3903,0.3659,0.3972,0.4982,0.2816,0.3505,0.3255,0.2904,0.2262,0.1895,0.2466,0.3807,0.2969,0.4334,0.85
3879,0.0,0.369,0.0,0.2093,0.3568,0.354,0.0,0.1935,0.0,0.5262,0.0,0.0,0.0,0.1725,0.7629,0.6906,0.6307,0.001,0.0301,0.5759,0.0,0.0,0.0077,0.0282,0.3617,0.0041,0.0,0.0,0.5397,0.0037,0.0393,0.5928,0.67,0.0,0.1647,0.2081,0.596,0.1916,0.1171,0.1128,0.2026,0.8304,0.851,0.8226,0.1028,0.0435,0.8241,0.0018,0.0399,0.1418,0.0353,0.3797,0.1276,0.7196,0.3684,0.3865,0.3452,0.3746,0.4716,0.5675,0.2571,0.3848,0.4807,0.5328,0.4033,0.3889,0.4492,0.4855,0.3562,0.3849,0.5715,0.3689,0.4028,0.3046,0.4327,0.3463,0.2744,0.3306,0.41,0.3821,0.5369,0.85
3880,0.0,0.3696,0.0,0.1771,0.3222,0.322,0.0,0.1685,0.0,0.5541,0.0,0.0,0.0,0.1645,0.7591,0.6425,0.5867,0.0,0.0347,0.5697,0.0,0.0,0.0047,0.0183,0.3446,0.0003,0.0,0.0,0.5776,0.0059,0.0499,0.5826,0.6771,0.0,0.1661,0.186,0.5956,0.171,0.1205,0.1762,0.2616,0.7877,0.8205,0.7935,0.1059,0.0578,0.7656,0.0118,0.0405,0.1516,0.0306,0.4348,0.0992,0.7405,0.4942,0.4823,0.4083,0.3458,0.4737,0.5614,0.2372,0.4119,0.5236,0.552,0.4248,0.443,0.5111,0.5185,0.333,0.4104,0.5916,0.4179,0.3931,0.2664,0.5276,0.3512,0.3138,0.3746,0.4781,0.4265,0.5775,0.85
3881,0.0,0.3495,0.0,0.1738,0.3062,0.2922,0.0,0.1402,0.0,0.5538,0.0,0.0,0.0,0.1684,0.734,0.5914,0.5246,0.0,0.0451,0.6058,0.0,0.0,0.0025,0.0128,0.3276,0.0021,0.0,0.0003,0.5225,0.0132,0.0608,0.5635,0.6527,0.0,0.1518,0.1303,0.5509,0.1496,0.1179,0.2128,0.2685,0.7299,0.7803,0.7562,0.1029,0.0714,0.7143,0.0291,0.0397,0.1484,0.0256,0.415,0.072,0.6884,0.5124,0.4245,0.4771,0.4323,0.46,0.5025,0.2106,0.3699,0.5297,0.5196,0.4046,0.4637,0.5284,0.513,0.2829,0.3713,0.575,0.427,0.3477,0.227,0.5617,0.4755,0.3229,0.3788,0.4265,0.4296,0.5663,0.85
3882,0.0,0.3346,0.0,0.1303,0.3312,0.3199,0.0,0.1292,0.0,0.5634,0.0,0.0,0.0,0.184,0.6894,0.5573,0.4895,0.0,0.06,0.5975,0.0,0.0,0.0019,0.0121,0.3396,0.005,0.0,0.0011,0.4969,0.0163,0.059,0.542,0.5998,0.0,0.1721,0.0874,0.4707,0.1408,0.1102,0.1868,0.2506,0.7046,0.7687,0.6989,0.088,0.0849,0.7079,0.0286,0.0407,0.1487,0.0208,0.4067,0.0558,0.5827,0.4979,0.375,0.4604,0.445,0.4068,0.3534,0.1991,0.3353,0.4894,0.4654,0.3775,0.4362,0.4957,0.5012,0.1935,0.2971,0.5224,0.3895,0.3004,0.1505,0.5444,0.5168,0.2922,0.3411,0.3716,0.4016,0.5083,0.85
3883,0.0,0.3358,0.0,0.1354,0.3447,0.3753,0.0,0.1343,0.0,0.5612,0.0,0.0,0.0,0.2204,0.6537,0.5425,0.4325,0.0,0.0744,0.5666,0.0,0.0,0.0039,0.0107,0.353,0.0094,0.0,0.003,0.4334,0.0131,0.0754,0.5046,0.5371,0.0,0.1569,0.076,0.3852,0.1252,0.0989,0.1422,0.1996,0.6651,0.7286,0.6271,0.0691,0.0947,0.6797,0.0224,0.0459,0.1438,0.0218,0.3543,0.0412,0.4802,0.4832,0.2757,0.4111,0.395,0.3268,0.2718,0.163,0.2608,0.3993,0.3772,0.2968,0.355,0.4216,0.4304,0.1566,0.2596,0.4294,0.3151,0.234,0.1176,0.4953,0.2963,0.2289,0.2712,0.2554,0.3234,0.4098,0.85
3884,0.0,0.344,0.0,0.1315,0.3611,0.4376,0.0,0.1375,0.0,0.5517,0.0,0.0,0.0,0.2621,0.6203,0.4985,0.4332,0.0013,0.0931,0.533,0.0,0.0,0.0234,0.0174,0.3559,0.0114,0.0,0.005,0.3853,0.0107,0.0752,0.4661,0.458,0.0,0.1359,0.0742,0.2872,0.1157,0.0871,0.0967,0.1325,0.61,0.6823,0.5515,0.0455,0.0939,0.6113,0.0162,0.0389,0.0996,0.0192,0.2587,0.0313,0.3685,0.4277,0.1476,0.3724,0.3117,0.2047,0.1362,0.1304,0.1113,0.2712,0.2228,0.1955,0.2501,0.3025,0.297,0.1002,0.1398,0.2097,0.2133,0.1261,0.0869,0.3992,0.3489,0.1491,0.168,0.1653,0.2202,0.2363,0.85
3885,0.0,0.3576,0.0,0.1403,0.4,0.4978,0.0,0.1493,0.0,0.5384,0.0,0.0,0.0,0.3186,0.5842,0.4553,0.4119,0.0099,0.115,0.5288,0.0,0.0,0.049,0.0371,0.3536,0.0133,0.0,0.0048,0.2031,0.0088,0.0626,0.3228,0.3121,0.0,0.0759,0.0392,0.1303,0.0619,0.0422,0.0469,0.0651,0.5075,0.5433,0.3776,0.0118,0.0736,0.5101,0.0069,0.0406,0.0536,0.0109,0.1874,0.0084,0.1596,0.3431,0.0527,0.2612,0.1956,0.0893,0.0612,0.1171,0.0444,0.1364,0.1227,0.0894,0.136,0.1861,0.1747,0.0327,0.056,0.1093,0.1162,0.0641,0.0356,0.2668,0.2298,0.1007,0.108,0.0565,0.1085,0.1274,0.85
3886,0.0,0.3499,0.0,0.1428,0.4621,0.5408,0.0,0.1762,0.0,0.4999,0.0,0.0,0.0,0.3673,0.5612,0.4714,0.3713,0.0362,0.1436,0.5117,0.0,0.0,0.0842,0.0551,0.351,0.0119,0.0,0.0013,0.1679,0.0058,0.0423,0.229,0.237,0.0,0.0496,0.0286,0.0473,0.0556,0.0386,0.0304,0.0441,0.4658,0.4852,0.2346,0.0303,0.0812,0.4336,0.0057,0.0265,0.0841,0.0329,0.1624,0.0199,0.0512,0.2231,0.0,0.1494,0.0869,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0212,0.0701,0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.1365,0.1205,0.0,0.0,0.0,0.0,0.0058,0.85
3887,0.0,0.3451,0.0,0.2067,0.5078,0.5645,0.0,0.1925,0.0,0.5765,0.0,0.0,0.0,0.4241,0.4404,0.3601,0.4494,0.0426,0.1246,0.4234,0.0,0.0,0.1311,0.055,0.3449,0.0097,0.0,0.0033,0.1357,0.0073,0.0328,0.2283,0.2389,0.0,0.0273,0.0273,0.0526,0.0572,0.0515,0.0441,0.0544,0.422,0.4783,0.2753,0.0479,0.0681,0.3738,0.0092,0.003,0.1125,0.029,0.1615,0.021,0.0524,0.0913,0.0,0.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037,0.0356,0.0,0.0,0.0,0.0,0.0,0.85
3888,0.0,0.3349,0.0,0.2536,0.5744,0.5772,0.0,0.2208,0.0,0.5185,0.0,0.0,0.0,0.4503,0.4291,0.4033,0.3724,0.0509,0.1663,0.429,0.0,0.0,0.1473,0.0585,0.3138,0.0201,0.0,0.0061,0.1235,0.0096,0.025,0.2366,0.2421,0.0,0.022,0.0337,0.0484,0.0648,0.0713,0.0526,0.0623,0.4232,0.4817,0.2592,0.0776,0.0717,0.3787,0.0177,0.0023,0.1355,0.0432,0.1152,0.0287,0.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3889,0.0,0.3577,0.0,0.2734,0.6134,0.6038,0.0,0.2463,0.0,0.4552,0.0,0.0,0.0,0.446,0.4243,0.4065,0.3179,0.0568,0.2178,0.4035,0.0,0.0,0.1708,0.0695,0.3053,0.0378,0.0,0.01,0.106,0.0117,0.0243,0.2426,0.2685,0.0,0.0208,0.0357,0.0458,0.0709,0.0777,0.0595,0.0641,0.3708,0.4503,0.281,0.0884,0.0762,0.353,0.0238,0.0011,0.1618,0.0488,0.0826,0.0347,0.0536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3890,0.0,0.377,0.0,0.2499,0.6216,0.6267,0.0,0.2573,0.0,0.4318,0.0,0.0,0.0,0.4561,0.4303,0.4065,0.3015,0.0785,0.2404,0.3729,0.0,0.0,0.2309,0.0804,0.3035,0.0629,0.0,0.0138,0.0851,0.012,0.0228,0.2337,0.291,0.0,0.0182,0.0374,0.0424,0.0742,0.0879,0.0641,0.0626,0.3294,0.4178,0.3132,0.1014,0.0717,0.3418,0.0251,0.0012,0.2049,0.0607,0.0582,0.0428,0.0525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3891,0.0,0.3916,0.0,0.2502,0.6144,0.6347,0.0,0.2764,0.0,0.419,0.0,0.0,0.0,0.4318,0.427,0.4042,0.3497,0.0768,0.247,0.3522,0.0,0.0,0.2764,0.0798,0.3372,0.0852,0.0,0.0091,0.0729,0.0103,0.0229,0.2264,0.3174,0.0,0.0179,0.0376,0.0436,0.0781,0.0876,0.0618,0.0542,0.3187,0.3997,0.3337,0.1118,0.0651,0.3227,0.025,0.001,0.2422,0.0727,0.0478,0.0411,0.0482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3892,0.0,0.3646,0.0,0.255,0.5814,0.6283,0.0,0.2864,0.0,0.4139,0.0,0.0,0.0,0.4229,0.4217,0.4261,0.422,0.0762,0.2259,0.339,0.0,0.0,0.3101,0.0985,0.3484,0.0886,0.0,0.0097,0.0632,0.0084,0.0243,0.2104,0.3107,0.0,0.0179,0.0382,0.0456,0.0764,0.0882,0.0625,0.0502,0.3271,0.383,0.3403,0.1184,0.0529,0.284,0.0269,0.0014,0.2618,0.0876,0.0439,0.0394,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3893,0.0,0.3288,0.0,0.265,0.544,0.6262,0.0,0.281,0.0,0.4053,0.0,0.0,0.0,0.4077,0.4131,0.4843,0.46,0.0844,0.21,0.3479,0.0,0.0,0.3591,0.1157,0.3633,0.0668,0.0,0.0092,0.0636,0.0079,0.0266,0.2035,0.2709,0.0,0.0184,0.0398,0.0468,0.074,0.0838,0.0595,0.0459,0.3177,0.3742,0.3479,0.1073,0.0449,0.255,0.0273,0.0019,0.2771,0.0862,0.0504,0.0362,0.0458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
